"iter","beta","se","variable"
1,0.484677252592678,0.143744562983694,"delta_RP_diff"
1,-0.129857320443884,0.0809423770097735,"rain_cumdev_diff"
1,0.125985153443725,0.0464408011214278,"rainDlambda"
2,0.484677252592678,0.143744562983694,"delta_RP_diff"
2,-0.129857320443884,0.0809423770097735,"rain_cumdev_diff"
2,0.125985153443725,0.0464408011214278,"rainDlambda"
3,0.484677252592678,0.143744562983694,"delta_RP_diff"
3,-0.129857320443884,0.0809423770097735,"rain_cumdev_diff"
3,0.125985153443725,0.0464408011214278,"rainDlambda"
4,0.484677252592678,0.143744562983694,"delta_RP_diff"
4,-0.129857320443884,0.0809423770097735,"rain_cumdev_diff"
4,0.125985153443725,0.0464408011214278,"rainDlambda"
5,0.484677252592678,0.143744562983694,"delta_RP_diff"
5,-0.129857320443884,0.0809423770097735,"rain_cumdev_diff"
5,0.125985153443725,0.0464408011214278,"rainDlambda"
6,0.484677252592678,0.143744562983694,"delta_RP_diff"
6,-0.129857320443884,0.0809423770097735,"rain_cumdev_diff"
6,0.125985153443725,0.0464408011214278,"rainDlambda"
7,0.484677252592678,0.143744562983694,"delta_RP_diff"
7,-0.129857320443884,0.0809423770097735,"rain_cumdev_diff"
7,0.125985153443725,0.0464408011214278,"rainDlambda"
8,0.484677252592678,0.143744562983694,"delta_RP_diff"
8,-0.129857320443884,0.0809423770097735,"rain_cumdev_diff"
8,0.125985153443725,0.0464408011214278,"rainDlambda"
9,0.484677252592678,0.143744562983694,"delta_RP_diff"
9,-0.129857320443884,0.0809423770097735,"rain_cumdev_diff"
9,0.125985153443725,0.0464408011214278,"rainDlambda"
10,0.484677252592678,0.143744562983694,"delta_RP_diff"
10,-0.129857320443884,0.0809423770097735,"rain_cumdev_diff"
10,0.125985153443725,0.0464408011214278,"rainDlambda"
11,0.484677252592678,0.143744562983694,"delta_RP_diff"
11,-0.129857320443884,0.0809423770097735,"rain_cumdev_diff"
11,0.125985153443725,0.0464408011214278,"rainDlambda"
12,0.484677252592678,0.143744562983694,"delta_RP_diff"
12,-0.129857320443884,0.0809423770097735,"rain_cumdev_diff"
12,0.125985153443725,0.0464408011214278,"rainDlambda"
13,0.484677252592678,0.143744562983694,"delta_RP_diff"
13,-0.129857320443884,0.0809423770097735,"rain_cumdev_diff"
13,0.125985153443725,0.0464408011214278,"rainDlambda"
14,0.484677252592678,0.143744562983694,"delta_RP_diff"
14,-0.129857320443884,0.0809423770097735,"rain_cumdev_diff"
14,0.125985153443725,0.0464408011214278,"rainDlambda"
15,0.484677252592678,0.143744562983694,"delta_RP_diff"
15,-0.129857320443884,0.0809423770097735,"rain_cumdev_diff"
15,0.125985153443725,0.0464408011214278,"rainDlambda"
16,0.484677252592678,0.143744562983694,"delta_RP_diff"
16,-0.129857320443884,0.0809423770097735,"rain_cumdev_diff"
16,0.125985153443725,0.0464408011214278,"rainDlambda"
17,0.484677252592678,0.143744562983694,"delta_RP_diff"
17,-0.129857320443884,0.0809423770097735,"rain_cumdev_diff"
17,0.125985153443725,0.0464408011214278,"rainDlambda"
18,0.484677252592678,0.143744562983694,"delta_RP_diff"
18,-0.129857320443884,0.0809423770097735,"rain_cumdev_diff"
18,0.125985153443725,0.0464408011214278,"rainDlambda"
19,0.484677252592678,0.143744562983694,"delta_RP_diff"
19,-0.129857320443884,0.0809423770097735,"rain_cumdev_diff"
19,0.125985153443725,0.0464408011214278,"rainDlambda"
20,0.484677252592678,0.143744562983694,"delta_RP_diff"
20,-0.129857320443884,0.0809423770097735,"rain_cumdev_diff"
20,0.125985153443725,0.0464408011214278,"rainDlambda"
21,0.484677252592678,0.143744562983694,"delta_RP_diff"
21,-0.129857320443884,0.0809423770097735,"rain_cumdev_diff"
21,0.125985153443725,0.0464408011214278,"rainDlambda"
22,0.484677252592678,0.143744562983694,"delta_RP_diff"
22,-0.129857320443884,0.0809423770097735,"rain_cumdev_diff"
22,0.125985153443725,0.0464408011214278,"rainDlambda"
23,0.484677252592678,0.143744562983694,"delta_RP_diff"
